Kota,Handphone,Unit,Revenue per Phone,Cost per phone,Revenue,Cost,Profit,Tanggal
PLM, Oppo Find X2 Pro ,111, Rp12.500.000 , Rp12.340.000 , Rp1.387.500.000 , Rp1.369.740.000 , Rp17.760.000 ,01/11/2018
PLM, Oppo Find X2 Pro ,163, Rp12.500.000 , Rp12.340.000 , Rp2.037.500.000 , Rp2.011.420.000 , Rp26.080.000 ,01/10/2019
PLM, Realme X3 Superzoom ,167, Rp8.900.000 , Rp8.785.000 , Rp1.486.300.000 , Rp1.467.095.000 , Rp19.205.000 ,01/05/2019
PLM, LG V50 ,79, Rp12.500.000 , Rp12.435.000 , Rp987.500.000 , Rp982.365.000 , Rp5.135.000 ,01/06/2019
PLM, Oppo Find X2 Pro ,81, Rp12.500.000 , Rp12.340.000 , Rp1.012.500.000 , Rp999.540.000 , Rp12.960.000 ,01/04/2019
PLM, Oppo Find X2 Pro ,60, Rp12.500.000 , Rp12.340.000 , Rp750.000.000 , Rp740.400.000 , Rp9.600.000 ,01/09/2019
PLM, Nokia 9 ,91, Rp9.540.000 , Rp9.470.000 , Rp868.140.000 , Rp861.770.000 , Rp6.370.000 ,01/12/2018
PLM, Realme X3 Superzoom ,66, Rp8.900.000 , Rp8.785.000 , Rp587.400.000 , Rp579.810.000 , Rp7.590.000 ,01/10/2018
PLM, Samsung Galaxy S10 ,79, Rp16.000.000 , Rp15.950.000 , Rp1.264.000.000 , Rp1.260.050.000 , Rp3.950.000 ,01/10/2019
PLM, LG V50 ,55, Rp12.500.000 , Rp12.435.000 , Rp687.500.000 , Rp683.925.000 , Rp3.575.000 ,01/12/2019
PLM, Samsung Galaxy S10 ,74, Rp16.000.000 , Rp15.950.000 , Rp1.184.000.000 , Rp1.180.300.000 , Rp3.700.000 ,01/10/2018
PLM, Oppo Find X2 Pro ,9, Rp12.500.000 , Rp12.340.000 , Rp112.500.000 , Rp111.060.000 , Rp1.440.000 ,01/01/2019
PLM, LG V50 ,145, Rp12.500.000 , Rp12.435.000 , Rp1.812.500.000 , Rp1.803.075.000 , Rp9.425.000 ,01/05/2019
PLM, Realme X3 Superzoom ,37, Rp8.900.000 , Rp8.785.000 , Rp329.300.000 , Rp325.045.000 , Rp4.255.000 ,01/02/2019
PLM, Nokia 9 ,31, Rp9.540.000 , Rp9.470.000 , Rp295.740.000 , Rp293.570.000 , Rp2.170.000 ,01/09/2019
PLM, Oppo Find X2 Pro ,51, Rp12.500.000 , Rp12.340.000 , Rp637.500.000 , Rp629.340.000 , Rp8.160.000 ,01/10/2018
PLM, Xiaomi Mi 10 ,154, Rp11.000.000 , Rp10.900.000 , Rp1.694.000.000 , Rp1.678.600.000 , Rp15.400.000 ,01/11/2019
PLM, LG V50 ,130, Rp12.500.000 , Rp12.435.000 , Rp1.625.000.000 , Rp1.616.550.000 , Rp8.450.000 ,01/10/2019
PLM, Samsung Galaxy S10 ,96, Rp16.000.000 , Rp15.950.000 , Rp1.536.000.000 , Rp1.531.200.000 , Rp4.800.000 ,01/02/2019
PLM, Oppo Find X2 Pro ,39, Rp12.500.000 , Rp12.340.000 , Rp487.500.000 , Rp481.260.000 , Rp6.240.000 ,01/03/2019
PLM, Samsung Galaxy S10 ,72, Rp16.000.000 , Rp15.950.000 , Rp1.152.000.000 , Rp1.148.400.000 , Rp3.600.000 ,01/10/2019
PLM, Nokia 9 ,137, Rp9.540.000 , Rp9.470.000 , Rp1.306.980.000 , Rp1.297.390.000 , Rp9.590.000 ,01/11/2018
PLM, Realme X3 Superzoom ,146, Rp8.900.000 , Rp8.785.000 , Rp1.299.400.000 , Rp1.282.610.000 , Rp16.790.000 ,01/06/2019
PLM, Xiaomi Mi 10 ,118, Rp11.000.000 , Rp10.900.000 , Rp1.298.000.000 , Rp1.286.200.000 , Rp11.800.000 ,01/09/2018
PLM, Oppo Find X2 Pro ,32, Rp12.500.000 , Rp12.340.000 , Rp400.000.000 , Rp394.880.000 , Rp5.120.000 ,01/11/2019
PLM, Samsung Galaxy S10 ,49, Rp16.000.000 , Rp15.950.000 , Rp784.000.000 , Rp781.550.000 , Rp2.450.000 ,01/06/2019
PLM, Samsung Galaxy S10 ,16, Rp16.000.000 , Rp15.950.000 , Rp256.000.000 , Rp255.200.000 , Rp800.000 ,01/09/2018
PLM, Samsung Galaxy S10 ,150, Rp16.000.000 , Rp15.950.000 , Rp2.400.000.000 , Rp2.392.500.000 , Rp7.500.000 ,01/01/2019
PLM, Samsung Galaxy S10 ,11, Rp16.000.000 , Rp15.950.000 , Rp176.000.000 , Rp175.450.000 , Rp550.000 ,01/11/2018
PLM, Realme X3 Superzoom ,161, Rp8.900.000 , Rp8.785.000 , Rp1.432.900.000 , Rp1.414.385.000 , Rp18.515.000 ,01/08/2019
PLM, Xiaomi Mi 10 ,46, Rp11.000.000 , Rp10.900.000 , Rp506.000.000 , Rp501.400.000 , Rp4.600.000 ,01/04/2019
PLM, Xiaomi Mi 10 ,135, Rp11.000.000 , Rp10.900.000 , Rp1.485.000.000 , Rp1.471.500.000 , Rp13.500.000 ,01/02/2019
PLM, LG V50 ,33, Rp12.500.000 , Rp12.435.000 , Rp412.500.000 , Rp410.355.000 , Rp2.145.000 ,01/11/2018
PLM, Realme X3 Superzoom ,20, Rp8.900.000 , Rp8.785.000 , Rp178.000.000 , Rp175.700.000 , Rp2.300.000 ,01/07/2019
PLM, Oppo Find X2 Pro ,1, Rp12.500.000 , Rp12.340.000 , Rp12.500.000 , Rp12.340.000 , Rp160.000 ,01/09/2018
PLM, Samsung Galaxy S10 ,68, Rp16.000.000 , Rp15.950.000 , Rp1.088.000.000 , Rp1.084.600.000 , Rp3.400.000 ,01/08/2019
PLM, Samsung Galaxy S10 ,21, Rp16.000.000 , Rp15.950.000 , Rp336.000.000 , Rp334.950.000 , Rp1.050.000 ,01/03/2019
PLM, Realme X3 Superzoom ,150, Rp8.900.000 , Rp8.785.000 , Rp1.335.000.000 , Rp1.317.750.000 , Rp17.250.000 ,01/09/2018
PLM, Realme X3 Superzoom ,49, Rp8.900.000 , Rp8.785.000 , Rp436.100.000 , Rp430.465.000 , Rp5.635.000 ,01/12/2019
PLM, Realme X3 Superzoom ,34, Rp8.900.000 , Rp8.785.000 , Rp302.600.000 , Rp298.690.000 , Rp3.910.000 ,01/09/2019
PLM, Samsung Galaxy S10 ,101, Rp16.000.000 , Rp15.950.000 , Rp1.616.000.000 , Rp1.610.950.000 , Rp5.050.000 ,01/02/2019
PLM, Samsung Galaxy S10 ,129, Rp16.000.000 , Rp15.950.000 , Rp2.064.000.000 , Rp2.057.550.000 , Rp6.450.000 ,01/11/2019
PLM, Nokia 9 ,120, Rp9.540.000 , Rp9.470.000 , Rp1.144.800.000 , Rp1.136.400.000 , Rp8.400.000 ,01/04/2019
PLM, Samsung Galaxy S10 ,32, Rp16.000.000 , Rp15.950.000 , Rp512.000.000 , Rp510.400.000 , Rp1.600.000 ,01/11/2019
PLM, Oppo Find X2 Pro ,140, Rp12.500.000 , Rp12.340.000 , Rp1.750.000.000 , Rp1.727.600.000 , Rp22.400.000 ,01/12/2019
PLM, Oppo Find X2 Pro ,119, Rp12.500.000 , Rp12.340.000 , Rp1.487.500.000 , Rp1.468.460.000 , Rp19.040.000 ,01/12/2019
PLM, Oppo Find X2 Pro ,165, Rp12.500.000 , Rp12.340.000 , Rp2.062.500.000 , Rp2.036.100.000 , Rp26.400.000 ,01/07/2019
PLM, Samsung Galaxy S10 ,100, Rp16.000.000 , Rp15.950.000 , Rp1.600.000.000 , Rp1.595.000.000 , Rp5.000.000 ,01/10/2019
PLM, Realme X3 Superzoom ,134, Rp8.900.000 , Rp8.785.000 , Rp1.192.600.000 , Rp1.177.190.000 , Rp15.410.000 ,01/01/2019
PLM, Nokia 9 ,152, Rp9.540.000 , Rp9.470.000 , Rp1.450.080.000 , Rp1.439.440.000 , Rp10.640.000 ,01/09/2018
PLM, Samsung Galaxy S10 ,104, Rp16.000.000 , Rp15.950.000 , Rp1.664.000.000 , Rp1.658.800.000 , Rp5.200.000 ,01/04/2019
PLM, LG V50 ,55, Rp12.500.000 , Rp12.435.000 , Rp687.500.000 , Rp683.925.000 , Rp3.575.000 ,01/08/2019
PLM, Oppo Find X2 Pro ,106, Rp12.500.000 , Rp12.340.000 , Rp1.325.000.000 , Rp1.308.040.000 , Rp16.960.000 ,01/02/2019
PLM, Oppo Find X2 Pro ,14, Rp12.500.000 , Rp12.340.000 , Rp175.000.000 , Rp172.760.000 , Rp2.240.000 ,01/08/2019
PLM, Samsung Galaxy S10 ,90, Rp16.000.000 , Rp15.950.000 , Rp1.440.000.000 , Rp1.435.500.000 , Rp4.500.000 ,01/12/2019
PLM, LG V50 ,51, Rp12.500.000 , Rp12.435.000 , Rp637.500.000 , Rp634.185.000 , Rp3.315.000 ,01/12/2018
PLM, Xiaomi Mi 10 ,14, Rp11.000.000 , Rp10.900.000 , Rp154.000.000 , Rp152.600.000 , Rp1.400.000 ,01/06/2019
PLM, LG V50 ,52, Rp12.500.000 , Rp12.435.000 , Rp650.000.000 , Rp646.620.000 , Rp3.380.000 ,01/04/2019
PLM, Xiaomi Mi 10 ,85, Rp11.000.000 , Rp10.900.000 , Rp935.000.000 , Rp926.500.000 , Rp8.500.000 ,01/11/2018
PLM, Nokia 9 ,56, Rp9.540.000 , Rp9.470.000 , Rp534.240.000 , Rp530.320.000 , Rp3.920.000 ,01/11/2019
PLM, Xiaomi Mi 10 ,15, Rp11.000.000 , Rp10.900.000 , Rp165.000.000 , Rp163.500.000 , Rp1.500.000 ,01/03/2019
PLM, Nokia 9 ,50, Rp9.540.000 , Rp9.470.000 , Rp477.000.000 , Rp473.500.000 , Rp3.500.000 ,01/03/2019
PLM, LG V50 ,34, Rp12.500.000 , Rp12.435.000 , Rp425.000.000 , Rp422.790.000 , Rp2.210.000 ,01/09/2019
PLM, Samsung Galaxy S10 ,119, Rp16.000.000 , Rp15.950.000 , Rp1.904.000.000 , Rp1.898.050.000 , Rp5.950.000 ,01/12/2018
PLM, LG V50 ,80, Rp12.500.000 , Rp12.435.000 , Rp1.000.000.000 , Rp994.800.000 , Rp5.200.000 ,01/03/2019
PLM, Nokia 9 ,126, Rp9.540.000 , Rp9.470.000 , Rp1.202.040.000 , Rp1.193.220.000 , Rp8.820.000 ,01/10/2018
PLM, Realme X3 Superzoom ,152, Rp8.900.000 , Rp8.785.000 , Rp1.352.800.000 , Rp1.335.320.000 , Rp17.480.000 ,01/03/2019
PLM, Samsung Galaxy S10 ,50, Rp16.000.000 , Rp15.950.000 , Rp800.000.000 , Rp797.500.000 , Rp2.500.000 ,01/06/2019
PLM, Oppo Find X2 Pro ,156, Rp12.500.000 , Rp12.340.000 , Rp1.950.000.000 , Rp1.925.040.000 , Rp24.960.000 ,01/10/2018
PLM, Nokia 9 ,41, Rp9.540.000 , Rp9.470.000 , Rp391.140.000 , Rp388.270.000 , Rp2.870.000 ,01/07/2019
PLM, Oppo Find X2 Pro ,59, Rp12.500.000 , Rp12.340.000 , Rp737.500.000 , Rp728.060.000 , Rp9.440.000 ,01/10/2019
PLM, Xiaomi Mi 10 ,5, Rp11.000.000 , Rp10.900.000 , Rp55.000.000 , Rp54.500.000 , Rp500.000 ,01/09/2019
PLM, LG V50 ,132, Rp12.500.000 , Rp12.435.000 , Rp1.650.000.000 , Rp1.641.420.000 , Rp8.580.000 ,01/10/2019
PLM, LG V50 ,83, Rp12.500.000 , Rp12.435.000 , Rp1.037.500.000 , Rp1.032.105.000 , Rp5.395.000 ,01/07/2019
PLM, Samsung Galaxy S10 ,5, Rp16.000.000 , Rp15.950.000 , Rp80.000.000 , Rp79.750.000 , Rp250.000 ,01/04/2019
PLM, Xiaomi Mi 10 ,78, Rp11.000.000 , Rp10.900.000 , Rp858.000.000 , Rp850.200.000 , Rp7.800.000 ,01/12/2018
PLM, Nokia 9 ,149, Rp9.540.000 , Rp9.470.000 , Rp1.421.460.000 , Rp1.411.030.000 , Rp10.430.000 ,01/02/2019
PLM, Xiaomi Mi 10 ,39, Rp11.000.000 , Rp10.900.000 , Rp429.000.000 , Rp425.100.000 , Rp3.900.000 ,01/06/2019
PLM, Realme X3 Superzoom ,65, Rp8.900.000 , Rp8.785.000 , Rp578.500.000 , Rp571.025.000 , Rp7.475.000 ,01/04/2019
PLM, Realme X3 Superzoom ,43, Rp8.900.000 , Rp8.785.000 , Rp382.700.000 , Rp377.755.000 , Rp4.945.000 ,01/10/2019
PLM, Nokia 9 ,52, Rp9.540.000 , Rp9.470.000 , Rp496.080.000 , Rp492.440.000 , Rp3.640.000 ,01/10/2018
PLM, LG V50 ,83, Rp12.500.000 , Rp12.435.000 , Rp1.037.500.000 , Rp1.032.105.000 , Rp5.395.000 ,01/10/2018
PLM, LG V50 ,46, Rp12.500.000 , Rp12.435.000 , Rp575.000.000 , Rp572.010.000 , Rp2.990.000 ,01/06/2019
PLM, Samsung Galaxy S10 ,76, Rp16.000.000 , Rp15.950.000 , Rp1.216.000.000 , Rp1.212.200.000 , Rp3.800.000 ,01/10/2018
PLM, Samsung Galaxy S10 ,141, Rp16.000.000 , Rp15.950.000 , Rp2.256.000.000 , Rp2.248.950.000 , Rp7.050.000 ,01/08/2019
PLM, Nokia 9 ,96, Rp9.540.000 , Rp9.470.000 , Rp915.840.000 , Rp909.120.000 , Rp6.720.000 ,01/10/2019
PLM, Realme X3 Superzoom ,9, Rp8.900.000 , Rp8.785.000 , Rp80.100.000 , Rp79.065.000 , Rp1.035.000 ,01/12/2018
PLM, Samsung Galaxy S10 ,108, Rp16.000.000 , Rp15.950.000 , Rp1.728.000.000 , Rp1.722.600.000 , Rp5.400.000 ,01/10/2018
PLM, Samsung Galaxy S10 ,23, Rp16.000.000 , Rp15.950.000 , Rp368.000.000 , Rp366.850.000 , Rp1.150.000 ,01/10/2018
PLM, Nokia 9 ,17, Rp9.540.000 , Rp9.470.000 , Rp162.180.000 , Rp160.990.000 , Rp1.190.000 ,01/06/2019
PLM, Oppo Find X2 Pro ,120, Rp12.500.000 , Rp12.340.000 , Rp1.500.000.000 , Rp1.480.800.000 , Rp19.200.000 ,01/06/2019
PLM, Samsung Galaxy S10 ,118, Rp16.000.000 , Rp15.950.000 , Rp1.888.000.000 , Rp1.882.100.000 , Rp5.900.000 ,01/10/2019
PLM, Realme X3 Superzoom ,26, Rp8.900.000 , Rp8.785.000 , Rp231.400.000 , Rp228.410.000 , Rp2.990.000 ,01/01/2019
