Kota,Handphone,Unit,Revenue per Phone,Cost per phone,Revenue,Cost,Profit,Tanggal
BTH, Realme X3 Superzoom ,125, Rp8.900.000 , Rp8.785.000 , Rp1.112.500.000 , Rp1.098.125.000 , Rp14.375.000 ,01/12/2019
BTH, Xiaomi Mi 10 ,54, Rp11.000.000 , Rp10.900.000 , Rp594.000.000 , Rp588.600.000 , Rp5.400.000 ,01/06/2019
BTH, Xiaomi Mi 10 ,133, Rp11.000.000 , Rp10.900.000 , Rp1.463.000.000 , Rp1.449.700.000 , Rp13.300.000 ,01/12/2019
BTH, Samsung Galaxy S10 ,79, Rp16.000.000 , Rp15.950.000 , Rp1.264.000.000 , Rp1.260.050.000 , Rp3.950.000 ,01/10/2018
BTH, Samsung Galaxy S10 ,42, Rp16.000.000 , Rp15.950.000 , Rp672.000.000 , Rp669.900.000 , Rp2.100.000 ,01/12/2019
BTH, Realme X3 Superzoom ,54, Rp8.900.000 , Rp8.785.000 , Rp480.600.000 , Rp474.390.000 , Rp6.210.000 ,01/12/2018
BTH, LG V50 ,101, Rp12.500.000 , Rp12.435.000 , Rp1.262.500.000 , Rp1.255.935.000 , Rp6.565.000 ,01/08/2019
BTH, LG V50 ,80, Rp12.500.000 , Rp12.435.000 , Rp1.000.000.000 , Rp994.800.000 , Rp5.200.000 ,01/12/2019
BTH, Realme X3 Superzoom ,33, Rp8.900.000 , Rp8.785.000 , Rp293.700.000 , Rp289.905.000 , Rp3.795.000 ,01/11/2018
BTH, Samsung Galaxy S10 ,82, Rp16.000.000 , Rp15.950.000 , Rp1.312.000.000 , Rp1.307.900.000 , Rp4.100.000 ,01/12/2019
BTH, Xiaomi Mi 10 ,0, Rp11.000.000 , Rp10.900.000 , Rp 0 , Rp 0 , Rp 0 ,01/06/2019
BTH, LG V50 ,70, Rp12.500.000 , Rp12.435.000 , Rp875.000.000 , Rp870.450.000 , Rp4.550.000 ,01/04/2019
BTH, Nokia 9 ,59, Rp9.540.000 , Rp9.470.000 , Rp562.860.000 , Rp558.730.000 , Rp4.130.000 ,01/10/2018
BTH, Samsung Galaxy S10 ,133, Rp16.000.000 , Rp15.950.000 , Rp2.128.000.000 , Rp2.121.350.000 , Rp6.650.000 ,01/10/2018
BTH, Oppo Find X2 Pro ,110, Rp12.500.000 , Rp12.340.000 , Rp1.375.000.000 , Rp1.357.400.000 , Rp17.600.000 ,01/10/2018
BTH, Samsung Galaxy S10 ,166, Rp16.000.000 , Rp15.950.000 , Rp2.656.000.000 , Rp2.647.700.000 , Rp8.300.000 ,01/06/2019
BTH, Samsung Galaxy S10 ,110, Rp16.000.000 , Rp15.950.000 , Rp1.760.000.000 , Rp1.754.500.000 , Rp5.500.000 ,01/02/2019
BTH, Oppo Find X2 Pro ,16, Rp12.500.000 , Rp12.340.000 , Rp200.000.000 , Rp197.440.000 , Rp2.560.000 ,01/02/2019
BTH, Realme X3 Superzoom ,164, Rp8.900.000 , Rp8.785.000 , Rp1.459.600.000 , Rp1.440.740.000 , Rp18.860.000 ,01/10/2019
BTH, Samsung Galaxy S10 ,110, Rp16.000.000 , Rp15.950.000 , Rp1.760.000.000 , Rp1.754.500.000 , Rp5.500.000 ,01/09/2018
BTH, Samsung Galaxy S10 ,132, Rp16.000.000 , Rp15.950.000 , Rp2.112.000.000 , Rp2.105.400.000 , Rp6.600.000 ,01/08/2019
BTH, Samsung Galaxy S10 ,139, Rp16.000.000 , Rp15.950.000 , Rp2.224.000.000 , Rp2.217.050.000 , Rp6.950.000 ,01/10/2018
BTH, Nokia 9 ,1, Rp9.540.000 , Rp9.470.000 , Rp9.540.000 , Rp9.470.000 , Rp70.000 ,01/11/2018
BTH, Samsung Galaxy S10 ,7, Rp16.000.000 , Rp15.950.000 , Rp112.000.000 , Rp111.650.000 , Rp350.000 ,01/10/2019
BTH, Oppo Find X2 Pro ,104, Rp12.500.000 , Rp12.340.000 , Rp1.300.000.000 , Rp1.283.360.000 , Rp16.640.000 ,01/09/2018
BTH, Nokia 9 ,17, Rp9.540.000 , Rp9.470.000 , Rp162.180.000 , Rp160.990.000 , Rp1.190.000 ,01/12/2019
BTH, Realme X3 Superzoom ,113, Rp8.900.000 , Rp8.785.000 , Rp1.005.700.000 , Rp992.705.000 , Rp12.995.000 ,01/06/2019
BTH, Xiaomi Mi 10 ,152, Rp11.000.000 , Rp10.900.000 , Rp1.672.000.000 , Rp1.656.800.000 , Rp15.200.000 ,01/11/2019
BTH, Realme X3 Superzoom ,29, Rp8.900.000 , Rp8.785.000 , Rp258.100.000 , Rp254.765.000 , Rp3.335.000 ,01/02/2019
BTH, Nokia 9 ,168, Rp9.540.000 , Rp9.470.000 , Rp1.602.720.000 , Rp1.590.960.000 , Rp11.760.000 ,01/12/2019
BTH, Nokia 9 ,1, Rp9.540.000 , Rp9.470.000 , Rp9.540.000 , Rp9.470.000 , Rp70.000 ,01/08/2019
BTH, LG V50 ,18, Rp12.500.000 , Rp12.435.000 , Rp225.000.000 , Rp223.830.000 , Rp1.170.000 ,01/07/2019
BTH, LG V50 ,147, Rp12.500.000 , Rp12.435.000 , Rp1.837.500.000 , Rp1.827.945.000 , Rp9.555.000 ,01/10/2019
BTH, Nokia 9 ,75, Rp9.540.000 , Rp9.470.000 , Rp715.500.000 , Rp710.250.000 , Rp5.250.000 ,01/09/2019
BTH, Nokia 9 ,82, Rp9.540.000 , Rp9.470.000 , Rp782.280.000 , Rp776.540.000 , Rp5.740.000 ,01/10/2019
BTH, Realme X3 Superzoom ,97, Rp8.900.000 , Rp8.785.000 , Rp863.300.000 , Rp852.145.000 , Rp11.155.000 ,01/10/2019
BTH, Oppo Find X2 Pro ,91, Rp12.500.000 , Rp12.340.000 , Rp1.137.500.000 , Rp1.122.940.000 , Rp14.560.000 ,01/03/2019
BTH, Samsung Galaxy S10 ,23, Rp16.000.000 , Rp15.950.000 , Rp368.000.000 , Rp366.850.000 , Rp1.150.000 ,01/10/2019
BTH, Samsung Galaxy S10 ,152, Rp16.000.000 , Rp15.950.000 , Rp2.432.000.000 , Rp2.424.400.000 , Rp7.600.000 ,01/10/2019
BTH, Nokia 9 ,50, Rp9.540.000 , Rp9.470.000 , Rp477.000.000 , Rp473.500.000 , Rp3.500.000 ,01/10/2019
BTH, Samsung Galaxy S10 ,108, Rp16.000.000 , Rp15.950.000 , Rp1.728.000.000 , Rp1.722.600.000 , Rp5.400.000 ,01/10/2018
BTH, Oppo Find X2 Pro ,119, Rp12.500.000 , Rp12.340.000 , Rp1.487.500.000 , Rp1.468.460.000 , Rp19.040.000 ,01/05/2019
BTH, Realme X3 Superzoom ,58, Rp8.900.000 , Rp8.785.000 , Rp516.200.000 , Rp509.530.000 , Rp6.670.000 ,01/09/2018
BTH, Samsung Galaxy S10 ,38, Rp16.000.000 , Rp15.950.000 , Rp608.000.000 , Rp606.100.000 , Rp1.900.000 ,01/07/2019
BTH, LG V50 ,104, Rp12.500.000 , Rp12.435.000 , Rp1.300.000.000 , Rp1.293.240.000 , Rp6.760.000 ,01/06/2019
BTH, Samsung Galaxy S10 ,111, Rp16.000.000 , Rp15.950.000 , Rp1.776.000.000 , Rp1.770.450.000 , Rp5.550.000 ,01/12/2018
BTH, LG V50 ,45, Rp12.500.000 , Rp12.435.000 , Rp562.500.000 , Rp559.575.000 , Rp2.925.000 ,01/12/2018
BTH, Oppo Find X2 Pro ,141, Rp12.500.000 , Rp12.340.000 , Rp1.762.500.000 , Rp1.739.940.000 , Rp22.560.000 ,01/10/2018
BTH, Realme X3 Superzoom ,46, Rp8.900.000 , Rp8.785.000 , Rp409.400.000 , Rp404.110.000 , Rp5.290.000 ,01/04/2019
BTH, Oppo Find X2 Pro ,18, Rp12.500.000 , Rp12.340.000 , Rp225.000.000 , Rp222.120.000 , Rp2.880.000 ,01/08/2019
BTH, Nokia 9 ,19, Rp9.540.000 , Rp9.470.000 , Rp181.260.000 , Rp179.930.000 , Rp1.330.000 ,01/06/2019
BTH, Xiaomi Mi 10 ,143, Rp11.000.000 , Rp10.900.000 , Rp1.573.000.000 , Rp1.558.700.000 , Rp14.300.000 ,01/07/2019
BTH, Realme X3 Superzoom ,141, Rp8.900.000 , Rp8.785.000 , Rp1.254.900.000 , Rp1.238.685.000 , Rp16.215.000 ,01/01/2019
BTH, Oppo Find X2 Pro ,159, Rp12.500.000 , Rp12.340.000 , Rp1.987.500.000 , Rp1.962.060.000 , Rp25.440.000 ,01/01/2019
BTH, LG V50 ,78, Rp12.500.000 , Rp12.435.000 , Rp975.000.000 , Rp969.930.000 , Rp5.070.000 ,01/09/2019
BTH, Samsung Galaxy S10 ,23, Rp16.000.000 , Rp15.950.000 , Rp368.000.000 , Rp366.850.000 , Rp1.150.000 ,01/05/2019
BTH, Samsung Galaxy S10 ,70, Rp16.000.000 , Rp15.950.000 , Rp1.120.000.000 , Rp1.116.500.000 , Rp3.500.000 ,01/09/2019
BTH, Nokia 9 ,39, Rp9.540.000 , Rp9.470.000 , Rp372.060.000 , Rp369.330.000 , Rp2.730.000 ,01/09/2018
BTH, Samsung Galaxy S10 ,54, Rp16.000.000 , Rp15.950.000 , Rp864.000.000 , Rp861.300.000 , Rp2.700.000 ,01/10/2019
BTH, Realme X3 Superzoom ,161, Rp8.900.000 , Rp8.785.000 , Rp1.432.900.000 , Rp1.414.385.000 , Rp18.515.000 ,01/07/2019
BTH, Xiaomi Mi 10 ,108, Rp11.000.000 , Rp10.900.000 , Rp1.188.000.000 , Rp1.177.200.000 , Rp10.800.000 ,01/02/2019
BTH, Xiaomi Mi 10 ,142, Rp11.000.000 , Rp10.900.000 , Rp1.562.000.000 , Rp1.547.800.000 , Rp14.200.000 ,01/05/2019
BTH, Realme X3 Superzoom ,87, Rp8.900.000 , Rp8.785.000 , Rp774.300.000 , Rp764.295.000 , Rp10.005.000 ,01/10/2018
BTH, Oppo Find X2 Pro ,154, Rp12.500.000 , Rp12.340.000 , Rp1.925.000.000 , Rp1.900.360.000 , Rp24.640.000 ,01/12/2019
BTH, LG V50 ,139, Rp12.500.000 , Rp12.435.000 , Rp1.737.500.000 , Rp1.728.465.000 , Rp9.035.000 ,01/01/2019
BTH, Realme X3 Superzoom ,23, Rp8.900.000 , Rp8.785.000 , Rp204.700.000 , Rp202.055.000 , Rp2.645.000 ,01/07/2019
BTH, Oppo Find X2 Pro ,26, Rp12.500.000 , Rp12.340.000 , Rp325.000.000 , Rp320.840.000 , Rp4.160.000 ,01/10/2019
BTH, Xiaomi Mi 10 ,134, Rp11.000.000 , Rp10.900.000 , Rp1.474.000.000 , Rp1.460.600.000 , Rp13.400.000 ,01/12/2018
BTH, Xiaomi Mi 10 ,30, Rp11.000.000 , Rp10.900.000 , Rp330.000.000 , Rp327.000.000 , Rp3.000.000 ,01/08/2019
BTH, Realme X3 Superzoom ,98, Rp8.900.000 , Rp8.785.000 , Rp872.200.000 , Rp860.930.000 , Rp11.270.000 ,01/05/2019
