Kota,Handphone,Unit,Revenue per Phone,Cost per phone,Revenue,Cost,Profit,Tanggal
DPS, Samsung Galaxy S10 ,147, Rp16.000.000 , Rp15.950.000 , Rp2.352.000.000 , Rp2.344.650.000 , Rp7.350.000 ,01/04/2019
DPS, Samsung Galaxy S10 ,48, Rp16.000.000 , Rp15.950.000 , Rp768.000.000 , Rp765.600.000 , Rp2.400.000 ,01/06/2019
DPS, Realme X3 Superzoom ,160, Rp8.900.000 , Rp8.785.000 , Rp1.424.000.000 , Rp1.405.600.000 , Rp18.400.000 ,01/09/2018
DPS, Samsung Galaxy S10 ,61, Rp16.000.000 , Rp15.950.000 , Rp976.000.000 , Rp972.950.000 , Rp3.050.000 ,01/01/2019
DPS, Samsung Galaxy S10 ,37, Rp16.000.000 , Rp15.950.000 , Rp592.000.000 , Rp590.150.000 , Rp1.850.000 ,01/06/2019
DPS, Samsung Galaxy S10 ,92, Rp16.000.000 , Rp15.950.000 , Rp1.472.000.000 , Rp1.467.400.000 , Rp4.600.000 ,01/01/2019
DPS, Realme X3 Superzoom ,103, Rp8.900.000 , Rp8.785.000 , Rp916.700.000 , Rp904.855.000 , Rp11.845.000 ,01/10/2019
DPS, Nokia 9 ,146, Rp9.540.000 , Rp9.470.000 , Rp1.392.840.000 , Rp1.382.620.000 , Rp10.220.000 ,01/10/2019
DPS, Xiaomi Mi 10 ,3, Rp11.000.000 , Rp10.900.000 , Rp33.000.000 , Rp32.700.000 , Rp300.000 ,01/06/2019
DPS, Oppo Find X2 Pro ,6, Rp12.500.000 , Rp12.340.000 , Rp75.000.000 , Rp74.040.000 , Rp960.000 ,01/03/2019
DPS, Oppo Find X2 Pro ,47, Rp12.500.000 , Rp12.340.000 , Rp587.500.000 , Rp579.980.000 , Rp7.520.000 ,01/12/2019
DPS, Xiaomi Mi 10 ,90, Rp11.000.000 , Rp10.900.000 , Rp990.000.000 , Rp981.000.000 , Rp9.000.000 ,01/10/2018
DPS, Nokia 9 ,41, Rp9.540.000 , Rp9.470.000 , Rp391.140.000 , Rp388.270.000 , Rp2.870.000 ,01/10/2018
DPS, Xiaomi Mi 10 ,137, Rp11.000.000 , Rp10.900.000 , Rp1.507.000.000 , Rp1.493.300.000 , Rp13.700.000 ,01/09/2019
DPS, Xiaomi Mi 10 ,116, Rp11.000.000 , Rp10.900.000 , Rp1.276.000.000 , Rp1.264.400.000 , Rp11.600.000 ,01/01/2019
DPS, Nokia 9 ,107, Rp9.540.000 , Rp9.470.000 , Rp1.020.780.000 , Rp1.013.290.000 , Rp7.490.000 ,01/11/2018
DPS, Oppo Find X2 Pro ,18, Rp12.500.000 , Rp12.340.000 , Rp225.000.000 , Rp222.120.000 , Rp2.880.000 ,01/10/2019
DPS, Samsung Galaxy S10 ,123, Rp16.000.000 , Rp15.950.000 , Rp1.968.000.000 , Rp1.961.850.000 , Rp6.150.000 ,01/06/2019
DPS, Oppo Find X2 Pro ,7, Rp12.500.000 , Rp12.340.000 , Rp87.500.000 , Rp86.380.000 , Rp1.120.000 ,01/11/2019
DPS, Oppo Find X2 Pro ,11, Rp12.500.000 , Rp12.340.000 , Rp137.500.000 , Rp135.740.000 , Rp1.760.000 ,01/05/2019
DPS, Samsung Galaxy S10 ,161, Rp16.000.000 , Rp15.950.000 , Rp2.576.000.000 , Rp2.567.950.000 , Rp8.050.000 ,01/07/2019
DPS, Xiaomi Mi 10 ,103, Rp11.000.000 , Rp10.900.000 , Rp1.133.000.000 , Rp1.122.700.000 , Rp10.300.000 ,01/07/2019
DPS, LG V50 ,101, Rp12.500.000 , Rp12.435.000 , Rp1.262.500.000 , Rp1.255.935.000 , Rp6.565.000 ,01/10/2019
DPS, Oppo Find X2 Pro ,142, Rp12.500.000 , Rp12.340.000 , Rp1.775.000.000 , Rp1.752.280.000 , Rp22.720.000 ,01/06/2019
DPS, LG V50 ,23, Rp12.500.000 , Rp12.435.000 , Rp287.500.000 , Rp286.005.000 , Rp1.495.000 ,01/10/2018
DPS, Realme X3 Superzoom ,120, Rp8.900.000 , Rp8.785.000 , Rp1.068.000.000 , Rp1.054.200.000 , Rp13.800.000 ,01/12/2019
DPS, Oppo Find X2 Pro ,13, Rp12.500.000 , Rp12.340.000 , Rp162.500.000 , Rp160.420.000 , Rp2.080.000 ,01/10/2018
DPS, Nokia 9 ,76, Rp9.540.000 , Rp9.470.000 , Rp725.040.000 , Rp719.720.000 , Rp5.320.000 ,01/12/2018
DPS, Nokia 9 ,64, Rp9.540.000 , Rp9.470.000 , Rp610.560.000 , Rp606.080.000 , Rp4.480.000 ,01/12/2019
DPS, Nokia 9 ,104, Rp9.540.000 , Rp9.470.000 , Rp992.160.000 , Rp984.880.000 , Rp7.280.000 ,01/09/2019
DPS, Nokia 9 ,157, Rp9.540.000 , Rp9.470.000 , Rp1.497.780.000 , Rp1.486.790.000 , Rp10.990.000 ,01/09/2018
DPS, Oppo Find X2 Pro ,122, Rp12.500.000 , Rp12.340.000 , Rp1.525.000.000 , Rp1.505.480.000 , Rp19.520.000 ,01/02/2019
DPS, LG V50 ,118, Rp12.500.000 , Rp12.435.000 , Rp1.475.000.000 , Rp1.467.330.000 , Rp7.670.000 ,01/11/2018
DPS, Oppo Find X2 Pro ,166, Rp12.500.000 , Rp12.340.000 , Rp2.075.000.000 , Rp2.048.440.000 , Rp26.560.000 ,01/08/2019
DPS, Samsung Galaxy S10 ,62, Rp16.000.000 , Rp15.950.000 , Rp992.000.000 , Rp988.900.000 , Rp3.100.000 ,01/09/2018
DPS, Nokia 9 ,66, Rp9.540.000 , Rp9.470.000 , Rp629.640.000 , Rp625.020.000 , Rp4.620.000 ,01/08/2019
DPS, Samsung Galaxy S10 ,37, Rp16.000.000 , Rp15.950.000 , Rp592.000.000 , Rp590.150.000 , Rp1.850.000 ,01/12/2019
DPS, Xiaomi Mi 10 ,117, Rp11.000.000 , Rp10.900.000 , Rp1.287.000.000 , Rp1.275.300.000 , Rp11.700.000 ,01/10/2019
DPS, Samsung Galaxy S10 ,84, Rp16.000.000 , Rp15.950.000 , Rp1.344.000.000 , Rp1.339.800.000 , Rp4.200.000 ,01/10/2019
DPS, Nokia 9 ,153, Rp9.540.000 , Rp9.470.000 , Rp1.459.620.000 , Rp1.448.910.000 , Rp10.710.000 ,01/03/2019
DPS, Samsung Galaxy S10 ,71, Rp16.000.000 , Rp15.950.000 , Rp1.136.000.000 , Rp1.132.450.000 , Rp3.550.000 ,01/12/2018
DPS, Realme X3 Superzoom ,34, Rp8.900.000 , Rp8.785.000 , Rp302.600.000 , Rp298.690.000 , Rp3.910.000 ,01/06/2019
DPS, Samsung Galaxy S10 ,139, Rp16.000.000 , Rp15.950.000 , Rp2.224.000.000 , Rp2.217.050.000 , Rp6.950.000 ,01/09/2019
DPS, Xiaomi Mi 10 ,164, Rp11.000.000 , Rp10.900.000 , Rp1.804.000.000 , Rp1.787.600.000 , Rp16.400.000 ,01/12/2019
DPS, LG V50 ,152, Rp12.500.000 , Rp12.435.000 , Rp1.900.000.000 , Rp1.890.120.000 , Rp9.880.000 ,01/06/2019
DPS, Samsung Galaxy S10 ,157, Rp16.000.000 , Rp15.950.000 , Rp2.512.000.000 , Rp2.504.150.000 , Rp7.850.000 ,01/12/2018
DPS, Samsung Galaxy S10 ,3, Rp16.000.000 , Rp15.950.000 , Rp48.000.000 , Rp47.850.000 , Rp150.000 ,01/11/2019
DPS, Samsung Galaxy S10 ,134, Rp16.000.000 , Rp15.950.000 , Rp2.144.000.000 , Rp2.137.300.000 , Rp6.700.000 ,01/12/2019
DPS, Samsung Galaxy S10 ,82, Rp16.000.000 , Rp15.950.000 , Rp1.312.000.000 , Rp1.307.900.000 , Rp4.100.000 ,01/11/2018
DPS, Oppo Find X2 Pro ,145, Rp12.500.000 , Rp12.340.000 , Rp1.812.500.000 , Rp1.789.300.000 , Rp23.200.000 ,01/10/2019
DPS, Xiaomi Mi 10 ,57, Rp11.000.000 , Rp10.900.000 , Rp627.000.000 , Rp621.300.000 , Rp5.700.000 ,01/04/2019
DPS, LG V50 ,31, Rp12.500.000 , Rp12.435.000 , Rp387.500.000 , Rp385.485.000 , Rp2.015.000 ,01/07/2019
DPS, Realme X3 Superzoom ,114, Rp8.900.000 , Rp8.785.000 , Rp1.014.600.000 , Rp1.001.490.000 , Rp13.110.000 ,01/08/2019
DPS, Oppo Find X2 Pro ,14, Rp12.500.000 , Rp12.340.000 , Rp175.000.000 , Rp172.760.000 , Rp2.240.000 ,01/09/2019
DPS, Samsung Galaxy S10 ,7, Rp16.000.000 , Rp15.950.000 , Rp112.000.000 , Rp111.650.000 , Rp350.000 ,01/04/2019
DPS, Oppo Find X2 Pro ,89, Rp12.500.000 , Rp12.340.000 , Rp1.112.500.000 , Rp1.098.260.000 , Rp14.240.000 ,01/04/2019
DPS, Oppo Find X2 Pro ,152, Rp12.500.000 , Rp12.340.000 , Rp1.900.000.000 , Rp1.875.680.000 , Rp24.320.000 ,01/01/2019
DPS, Xiaomi Mi 10 ,155, Rp11.000.000 , Rp10.900.000 , Rp1.705.000.000 , Rp1.689.500.000 , Rp15.500.000 ,01/06/2019
DPS, Xiaomi Mi 10 ,12, Rp11.000.000 , Rp10.900.000 , Rp132.000.000 , Rp130.800.000 , Rp1.200.000 ,01/12/2018
DPS, Realme X3 Superzoom ,16, Rp8.900.000 , Rp8.785.000 , Rp142.400.000 , Rp140.560.000 , Rp1.840.000 ,01/03/2019
DPS, Realme X3 Superzoom ,107, Rp8.900.000 , Rp8.785.000 , Rp952.300.000 , Rp939.995.000 , Rp12.305.000 ,01/10/2018
DPS, Samsung Galaxy S10 ,16, Rp16.000.000 , Rp15.950.000 , Rp256.000.000 , Rp255.200.000 , Rp800.000 ,01/10/2018
DPS, LG V50 ,113, Rp12.500.000 , Rp12.435.000 , Rp1.412.500.000 , Rp1.405.155.000 , Rp7.345.000 ,01/06/2019
DPS, Samsung Galaxy S10 ,78, Rp16.000.000 , Rp15.950.000 , Rp1.248.000.000 , Rp1.244.100.000 , Rp3.900.000 ,01/12/2019
DPS, LG V50 ,30, Rp12.500.000 , Rp12.435.000 , Rp375.000.000 , Rp373.050.000 , Rp1.950.000 ,01/12/2018
DPS, Realme X3 Superzoom ,42, Rp8.900.000 , Rp8.785.000 , Rp373.800.000 , Rp368.970.000 , Rp4.830.000 ,01/07/2019
DPS, Samsung Galaxy S10 ,51, Rp16.000.000 , Rp15.950.000 , Rp816.000.000 , Rp813.450.000 , Rp2.550.000 ,01/12/2019
DPS, Oppo Find X2 Pro ,34, Rp12.500.000 , Rp12.340.000 , Rp425.000.000 , Rp419.560.000 , Rp5.440.000 ,01/09/2018
DPS, Xiaomi Mi 10 ,21, Rp11.000.000 , Rp10.900.000 , Rp231.000.000 , Rp228.900.000 , Rp2.100.000 ,01/09/2018
DPS, Nokia 9 ,96, Rp9.540.000 , Rp9.470.000 , Rp915.840.000 , Rp909.120.000 , Rp6.720.000 ,01/12/2019
DPS, Samsung Galaxy S10 ,40, Rp16.000.000 , Rp15.950.000 , Rp640.000.000 , Rp638.000.000 , Rp2.000.000 ,01/10/2018
DPS, Nokia 9 ,37, Rp9.540.000 , Rp9.470.000 , Rp352.980.000 , Rp350.390.000 , Rp2.590.000 ,01/11/2019
DPS, Realme X3 Superzoom ,143, Rp8.900.000 , Rp8.785.000 , Rp1.272.700.000 , Rp1.256.255.000 , Rp16.445.000 ,01/06/2019
DPS, Realme X3 Superzoom ,13, Rp8.900.000 , Rp8.785.000 , Rp115.700.000 , Rp114.205.000 , Rp1.495.000 ,01/10/2019
DPS, Oppo Find X2 Pro ,47, Rp12.500.000 , Rp12.340.000 , Rp587.500.000 , Rp579.980.000 , Rp7.520.000 ,01/10/2018
DPS, Samsung Galaxy S10 ,143, Rp16.000.000 , Rp15.950.000 , Rp2.288.000.000 , Rp2.280.850.000 , Rp7.150.000 ,01/05/2019
DPS, LG V50 ,98, Rp12.500.000 , Rp12.435.000 , Rp1.225.000.000 , Rp1.218.630.000 , Rp6.370.000 ,01/04/2019
DPS, LG V50 ,29, Rp12.500.000 , Rp12.435.000 , Rp362.500.000 , Rp360.615.000 , Rp1.885.000 ,01/10/2019
DPS, Nokia 9 ,21, Rp9.540.000 , Rp9.470.000 , Rp200.340.000 , Rp198.870.000 , Rp1.470.000 ,01/04/2019
DPS, Xiaomi Mi 10 ,81, Rp11.000.000 , Rp10.900.000 , Rp891.000.000 , Rp882.900.000 , Rp8.100.000 ,01/10/2019
DPS, Samsung Galaxy S10 ,133, Rp16.000.000 , Rp15.950.000 , Rp2.128.000.000 , Rp2.121.350.000 , Rp6.650.000 ,01/08/2019
DPS, Samsung Galaxy S10 ,115, Rp16.000.000 , Rp15.950.000 , Rp1.840.000.000 , Rp1.834.250.000 , Rp5.750.000 ,01/03/2019
DPS, Samsung Galaxy S10 ,139, Rp16.000.000 , Rp15.950.000 , Rp2.224.000.000 , Rp2.217.050.000 , Rp6.950.000 ,01/10/2019
DPS, Realme X3 Superzoom ,156, Rp8.900.000 , Rp8.785.000 , Rp1.388.400.000 , Rp1.370.460.000 , Rp17.940.000 ,01/01/2019
DPS, Samsung Galaxy S10 ,6, Rp16.000.000 , Rp15.950.000 , Rp96.000.000 , Rp95.700.000 , Rp300.000 ,01/07/2019
DPS, Realme X3 Superzoom ,119, Rp8.900.000 , Rp8.785.000 , Rp1.059.100.000 , Rp1.045.415.000 , Rp13.685.000 ,01/09/2019
DPS, Realme X3 Superzoom ,15, Rp8.900.000 , Rp8.785.000 , Rp133.500.000 , Rp131.775.000 , Rp1.725.000 ,01/04/2019
DPS, Nokia 9 ,40, Rp9.540.000 , Rp9.470.000 , Rp381.600.000 , Rp378.800.000 , Rp2.800.000 ,01/06/2019
DPS, LG V50 ,60, Rp12.500.000 , Rp12.435.000 , Rp750.000.000 , Rp746.100.000 , Rp3.900.000 ,01/09/2018
DPS, Samsung Galaxy S10 ,151, Rp16.000.000 , Rp15.950.000 , Rp2.416.000.000 , Rp2.408.450.000 , Rp7.550.000 ,01/09/2018
DPS, Nokia 9 ,5, Rp9.540.000 , Rp9.470.000 , Rp47.700.000 , Rp47.350.000 , Rp350.000 ,01/05/2019
DPS, Samsung Galaxy S10 ,72, Rp16.000.000 , Rp15.950.000 , Rp1.152.000.000 , Rp1.148.400.000 , Rp3.600.000 ,01/02/2019
DPS, Samsung Galaxy S10 ,81, Rp16.000.000 , Rp10.950.000 , Rp1.296.000.000 , Rp886.950.000 , Rp409.050.000 ,01/02/2019
DPS, LG V50 ,28, Rp12.500.000 , Rp12.435.000 , Rp350.000.000 , Rp348.180.000 , Rp1.820.000 ,01/12/2019
DPS, LG V50 ,168, Rp12.500.000 , Rp12.435.000 , Rp2.100.000.000 , Rp2.089.080.000 , Rp10.920.000 ,01/05/2019
DPS, Realme X3 Superzoom ,69, Rp8.900.000 , Rp8.785.000 , Rp614.100.000 , Rp606.165.000 , Rp7.935.000 ,01/05/2019
DPS, LG V50 ,34, Rp12.500.000 , Rp12.435.000 , Rp425.000.000 , Rp422.790.000 , Rp2.210.000 ,01/12/2019
DPS, Realme X3 Superzoom ,12, Rp8.900.000 , Rp8.785.000 , Rp106.800.000 , Rp105.420.000 , Rp1.380.000 ,01/11/2019
DPS, Oppo Find X2 Pro ,133, Rp12.500.000 , Rp12.340.000 , Rp1.662.500.000 , Rp1.641.220.000 , Rp21.280.000 ,01/12/2018
DPS, Samsung Galaxy S10 ,34, Rp16.000.000 , Rp15.950.000 , Rp544.000.000 , Rp542.300.000 , Rp1.700.000 ,01/10/2018
DPS, Samsung Galaxy S10 ,84, Rp16.000.000 , Rp15.950.000 , Rp1.344.000.000 , Rp1.339.800.000 , Rp4.200.000 ,01/08/2019
DPS, LG V50 ,119, Rp12.500.000 , Rp12.435.000 , Rp1.487.500.000 , Rp1.479.765.000 , Rp7.735.000 ,01/12/2019
DPS, LG V50 ,62, Rp12.500.000 , Rp12.435.000 , Rp775.000.000 , Rp770.970.000 , Rp4.030.000 ,01/11/2019
DPS, Samsung Galaxy S10 ,158, Rp16.000.000 , Rp15.950.000 , Rp2.528.000.000 , Rp2.520.100.000 , Rp7.900.000 ,01/11/2018
DPS, Samsung Galaxy S10 ,25, Rp16.000.000 , Rp15.950.000 , Rp400.000.000 , Rp398.750.000 , Rp1.250.000 ,01/03/2019
DPS, Nokia 9 ,12, Rp9.540.000 , Rp9.470.000 , Rp114.480.000 , Rp113.640.000 , Rp840.000 ,01/10/2018
DPS, Realme X3 Superzoom ,46, Rp8.900.000 , Rp8.785.000 , Rp409.400.000 , Rp404.110.000 , Rp5.290.000 ,01/12/2019
DPS, Realme X3 Superzoom ,44, Rp8.900.000 , Rp8.785.000 , Rp391.600.000 , Rp386.540.000 , Rp5.060.000 ,01/10/2018
DPS, Samsung Galaxy S10 ,25, Rp16.000.000 , Rp15.950.000 , Rp400.000.000 , Rp398.750.000 , Rp1.250.000 ,01/05/2019
DPS, Xiaomi Mi 10 ,97, Rp11.000.000 , Rp10.900.000 , Rp1.067.000.000 , Rp1.057.300.000 , Rp9.700.000 ,01/08/2019
DPS, Nokia 9 ,137, Rp9.540.000 , Rp9.470.000 , Rp1.306.980.000 , Rp1.297.390.000 , Rp9.590.000 ,01/06/2019
DPS, LG V50 ,164, Rp12.500.000 , Rp12.435.000 , Rp2.050.000.000 , Rp2.039.340.000 , Rp10.660.000 ,01/02/2019
DPS, Samsung Galaxy S10 ,137, Rp16.000.000 , Rp15.950.000 , Rp2.192.000.000 , Rp2.185.150.000 , Rp6.850.000 ,01/11/2019
DPS, Samsung Galaxy S10 ,101, Rp16.000.000 , Rp15.950.000 , Rp1.616.000.000 , Rp1.610.950.000 , Rp5.050.000 ,01/06/2019
DPS, Nokia 9 ,143, Rp9.540.000 , Rp9.470.000 , Rp1.364.220.000 , Rp1.354.210.000 , Rp10.010.000 ,01/10/2019
DPS, Nokia 9 ,147, Rp9.540.000 , Rp9.470.000 , Rp1.402.380.000 , Rp1.392.090.000 , Rp10.290.000 ,01/02/2019
DPS, Realme X3 Superzoom ,127, Rp8.900.000 , Rp8.785.000 , Rp1.130.300.000 , Rp1.115.695.000 , Rp14.605.000 ,01/11/2018
DPS, LG V50 ,142, Rp12.500.000 , Rp12.435.000 , Rp1.775.000.000 , Rp1.765.770.000 , Rp9.230.000 ,01/09/2019
