Kota,Handphone,Unit,Revenue per Phone,Cost per phone,Revenue,Cost,Profit,Tanggal
JOG, Xiaomi Mi 10 ,121, Rp11.000.000 , Rp10.900.000 , Rp1.331.000.000 , Rp1.318.900.000 , Rp12.100.000 ,01/12/2019
JOG, Samsung Galaxy S10 ,9, Rp16.000.000 , Rp15.950.000 , Rp144.000.000 , Rp143.550.000 , Rp450.000 ,01/12/2019
JOG, Samsung Galaxy S10 ,162, Rp16.000.000 , Rp15.950.000 , Rp2.592.000.000 , Rp2.583.900.000 , Rp8.100.000 ,01/10/2019
JOG, Realme X3 Superzoom ,128, Rp8.900.000 , Rp8.785.000 , Rp1.139.200.000 , Rp1.124.480.000 , Rp14.720.000 ,01/01/2019
JOG, Nokia 9 ,81, Rp9.540.000 , Rp9.470.000 , Rp772.740.000 , Rp767.070.000 , Rp5.670.000 ,01/10/2019
JOG, Realme X3 Superzoom ,12, Rp8.900.000 , Rp8.785.000 , Rp106.800.000 , Rp105.420.000 , Rp1.380.000 ,01/12/2018
JOG, Samsung Galaxy S10 ,2, Rp16.000.000 , Rp15.950.000 , Rp32.000.000 , Rp31.900.000 , Rp100.000 ,01/06/2019
JOG, Nokia 9 ,119, Rp9.540.000 , Rp9.470.000 , Rp1.135.260.000 , Rp1.126.930.000 , Rp8.330.000 ,01/09/2019
JOG, LG V50 ,92, Rp12.500.000 , Rp12.435.000 , Rp1.150.000.000 , Rp1.144.020.000 , Rp5.980.000 ,01/11/2018
JOG, Realme X3 Superzoom ,72, Rp8.900.000 , Rp8.785.000 , Rp640.800.000 , Rp632.520.000 , Rp8.280.000 ,01/04/2019
JOG, LG V50 ,70, Rp12.500.000 , Rp12.435.000 , Rp875.000.000 , Rp870.450.000 , Rp4.550.000 ,01/12/2018
JOG, LG V50 ,61, Rp12.500.000 , Rp12.435.000 , Rp762.500.000 , Rp758.535.000 , Rp3.965.000 ,01/02/2019
JOG, Samsung Galaxy S10 ,27, Rp16.000.000 , Rp15.950.000 , Rp432.000.000 , Rp430.650.000 , Rp1.350.000 ,01/03/2019
JOG, Xiaomi Mi 10 ,99, Rp11.000.000 , Rp10.900.000 , Rp1.089.000.000 , Rp1.079.100.000 , Rp9.900.000 ,01/10/2018
JOG, LG V50 ,25, Rp12.500.000 , Rp12.435.000 , Rp312.500.000 , Rp310.875.000 , Rp1.625.000 ,01/09/2018
JOG, Samsung Galaxy S10 ,56, Rp16.000.000 , Rp15.950.000 , Rp896.000.000 , Rp893.200.000 , Rp2.800.000 ,01/09/2018
JOG, Oppo Find X2 Pro ,67, Rp12.500.000 , Rp12.340.000 , Rp837.500.000 , Rp826.780.000 , Rp10.720.000 ,01/05/2019
JOG, LG V50 ,53, Rp12.500.000 , Rp12.435.000 , Rp662.500.000 , Rp659.055.000 , Rp3.445.000 ,01/08/2019
JOG, Oppo Find X2 Pro ,163, Rp12.500.000 , Rp12.340.000 , Rp2.037.500.000 , Rp2.011.420.000 , Rp26.080.000 ,01/11/2018
JOG, Samsung Galaxy S10 ,87, Rp16.000.000 , Rp15.950.000 , Rp1.392.000.000 , Rp1.387.650.000 , Rp4.350.000 ,01/11/2019
JOG, Realme X3 Superzoom ,150, Rp8.900.000 , Rp8.785.000 , Rp1.335.000.000 , Rp1.317.750.000 , Rp17.250.000 ,01/06/2019
JOG, Xiaomi Mi 10 ,167, Rp11.000.000 , Rp10.900.000 , Rp1.837.000.000 , Rp1.820.300.000 , Rp16.700.000 ,01/05/2019
JOG, Samsung Galaxy S10 ,9, Rp16.000.000 , Rp15.950.000 , Rp144.000.000 , Rp143.550.000 , Rp450.000 ,01/11/2019
JOG, Xiaomi Mi 10 ,48, Rp11.000.000 , Rp10.900.000 , Rp528.000.000 , Rp523.200.000 , Rp4.800.000 ,01/10/2018
JOG, Samsung Galaxy S10 ,84, Rp16.000.000 , Rp15.950.000 , Rp1.344.000.000 , Rp1.339.800.000 , Rp4.200.000 ,01/06/2019
JOG, Samsung Galaxy S10 ,3, Rp16.000.000 , Rp15.950.000 , Rp48.000.000 , Rp47.850.000 , Rp150.000 ,01/04/2019
JOG, Oppo Find X2 Pro ,168, Rp12.500.000 , Rp12.340.000 , Rp2.100.000.000 , Rp2.073.120.000 , Rp26.880.000 ,01/11/2019
JOG, Samsung Galaxy S10 ,70, Rp16.000.000 , Rp15.950.000 , Rp1.120.000.000 , Rp1.116.500.000 , Rp3.500.000 ,01/07/2019
JOG, Nokia 9 ,33, Rp9.540.000 , Rp9.470.000 , Rp314.820.000 , Rp312.510.000 , Rp2.310.000 ,01/04/2019
JOG, Samsung Galaxy S10 ,121, Rp16.000.000 , Rp15.950.000 , Rp1.936.000.000 , Rp1.929.950.000 , Rp6.050.000 ,01/10/2018
JOG, LG V50 ,11, Rp12.500.000 , Rp12.435.000 , Rp137.500.000 , Rp136.785.000 , Rp715.000 ,01/07/2019
JOG, LG V50 ,88, Rp12.500.000 , Rp12.435.000 , Rp1.100.000.000 , Rp1.094.280.000 , Rp5.720.000 ,01/10/2019
JOG, Realme X3 Superzoom ,50, Rp8.900.000 , Rp8.785.000 , Rp445.000.000 , Rp439.250.000 , Rp5.750.000 ,01/03/2019
JOG, Samsung Galaxy S10 ,37, Rp16.000.000 , Rp15.950.000 , Rp592.000.000 , Rp590.150.000 , Rp1.850.000 ,01/08/2019
JOG, Samsung Galaxy S10 ,68, Rp16.000.000 , Rp15.950.000 , Rp1.088.000.000 , Rp1.084.600.000 , Rp3.400.000 ,01/06/2019
JOG, Realme X3 Superzoom ,150, Rp8.900.000 , Rp8.785.000 , Rp1.335.000.000 , Rp1.317.750.000 , Rp17.250.000 ,01/10/2019
JOG, Nokia 9 ,110, Rp9.540.000 , Rp9.470.000 , Rp1.049.400.000 , Rp1.041.700.000 , Rp7.700.000 ,01/10/2018
JOG, Oppo Find X2 Pro ,46, Rp12.500.000 , Rp12.340.000 , Rp575.000.000 , Rp567.640.000 , Rp7.360.000 ,01/04/2019
JOG, LG V50 ,20, Rp12.500.000 , Rp12.435.000 , Rp250.000.000 , Rp248.700.000 , Rp1.300.000 ,01/08/2019
JOG, Nokia 9 ,131, Rp9.540.000 , Rp9.470.000 , Rp1.249.740.000 , Rp1.240.570.000 , Rp9.170.000 ,01/07/2019
JOG, Xiaomi Mi 10 ,164, Rp11.000.000 , Rp10.900.000 , Rp1.804.000.000 , Rp1.787.600.000 , Rp16.400.000 ,01/11/2019
JOG, Nokia 9 ,75, Rp9.540.000 , Rp9.470.000 , Rp715.500.000 , Rp710.250.000 , Rp5.250.000 ,01/09/2018
JOG, Realme X3 Superzoom ,36, Rp8.900.000 , Rp8.785.000 , Rp320.400.000 , Rp316.260.000 , Rp4.140.000 ,01/08/2019
JOG, LG V50 ,52, Rp12.500.000 , Rp12.435.000 , Rp650.000.000 , Rp646.620.000 , Rp3.380.000 ,01/11/2019
JOG, Samsung Galaxy S10 ,120, Rp16.000.000 , Rp15.950.000 , Rp1.920.000.000 , Rp1.914.000.000 , Rp6.000.000 ,01/09/2019
JOG, Realme X3 Superzoom ,51, Rp8.900.000 , Rp8.785.000 , Rp453.900.000 , Rp448.035.000 , Rp5.865.000 ,01/09/2019
JOG, Samsung Galaxy S10 ,41, Rp16.000.000 , Rp15.950.000 , Rp656.000.000 , Rp653.950.000 , Rp2.050.000 ,01/08/2019
JOG, Oppo Find X2 Pro ,124, Rp12.500.000 , Rp12.340.000 , Rp1.550.000.000 , Rp1.530.160.000 , Rp19.840.000 ,01/02/2019
JOG, Realme X3 Superzoom ,44, Rp8.900.000 , Rp8.785.000 , Rp391.600.000 , Rp386.540.000 , Rp5.060.000 ,01/02/2019
JOG, Samsung Galaxy S10 ,115, Rp16.000.000 , Rp15.950.000 , Rp1.840.000.000 , Rp1.834.250.000 , Rp5.750.000 ,01/10/2019
JOG, Oppo Find X2 Pro ,83, Rp12.500.000 , Rp12.340.000 , Rp1.037.500.000 , Rp1.024.220.000 , Rp13.280.000 ,01/06/2019
JOG, Realme X3 Superzoom ,77, Rp8.900.000 , Rp8.785.000 , Rp685.300.000 , Rp676.445.000 , Rp8.855.000 ,01/10/2019
JOG, Xiaomi Mi 10 ,107, Rp11.000.000 , Rp10.900.000 , Rp1.177.000.000 , Rp1.166.300.000 , Rp10.700.000 ,01/12/2018
JOG, Xiaomi Mi 10 ,115, Rp11.000.000 , Rp10.900.000 , Rp1.265.000.000 , Rp1.253.500.000 , Rp11.500.000 ,01/11/2018
JOG, Xiaomi Mi 10 ,43, Rp11.000.000 , Rp10.900.000 , Rp473.000.000 , Rp468.700.000 , Rp4.300.000 ,01/10/2019
JOG, Realme X3 Superzoom ,24, Rp8.900.000 , Rp8.785.000 , Rp213.600.000 , Rp210.840.000 , Rp2.760.000 ,01/11/2018
JOG, Samsung Galaxy S10 ,158, Rp16.000.000 , Rp15.950.000 , Rp2.528.000.000 , Rp2.520.100.000 , Rp7.900.000 ,01/05/2019
JOG, Oppo Find X2 Pro ,50, Rp12.500.000 , Rp12.340.000 , Rp625.000.000 , Rp617.000.000 , Rp8.000.000 ,01/12/2019
JOG, Samsung Galaxy S10 ,20, Rp16.000.000 , Rp15.950.000 , Rp320.000.000 , Rp319.000.000 , Rp1.000.000 ,01/10/2018
JOG, Realme X3 Superzoom ,148, Rp8.900.000 , Rp8.785.000 , Rp1.317.200.000 , Rp1.300.180.000 , Rp17.020.000 ,01/10/2018
JOG, Samsung Galaxy S10 ,31, Rp16.000.000 , Rp15.950.000 , Rp496.000.000 , Rp494.450.000 , Rp1.550.000 ,01/03/2019
JOG, Xiaomi Mi 10 ,122, Rp11.000.000 , Rp10.900.000 , Rp1.342.000.000 , Rp1.329.800.000 , Rp12.200.000 ,01/12/2019
JOG, Realme X3 Superzoom ,102, Rp8.900.000 , Rp8.785.000 , Rp907.800.000 , Rp896.070.000 , Rp11.730.000 ,01/05/2019
JOG, LG V50 ,47, Rp12.500.000 , Rp12.435.000 , Rp587.500.000 , Rp584.445.000 , Rp3.055.000 ,01/10/2018
JOG, LG V50 ,68, Rp12.500.000 , Rp12.435.000 , Rp850.000.000 , Rp845.580.000 , Rp4.420.000 ,01/12/2019
JOG, Realme X3 Superzoom ,116, Rp8.900.000 , Rp8.785.000 , Rp1.032.400.000 , Rp1.019.060.000 , Rp13.340.000 ,01/06/2019
JOG, Samsung Galaxy S10 ,118, Rp16.000.000 , Rp15.950.000 , Rp1.888.000.000 , Rp1.882.100.000 , Rp5.900.000 ,01/09/2019
JOG, Nokia 9 ,117, Rp9.540.000 , Rp9.470.000 , Rp1.116.180.000 , Rp1.107.990.000 , Rp8.190.000 ,01/11/2019
JOG, Xiaomi Mi 10 ,25, Rp11.000.000 , Rp10.900.000 , Rp275.000.000 , Rp272.500.000 , Rp2.500.000 ,01/09/2018
JOG, Realme X3 Superzoom ,52, Rp8.900.000 , Rp8.785.000 , Rp462.800.000 , Rp456.820.000 , Rp5.980.000 ,01/07/2019
JOG, LG V50 ,5, Rp12.500.000 , Rp12.435.000 , Rp62.500.000 , Rp62.175.000 , Rp325.000 ,01/10/2018
JOG, Xiaomi Mi 10 ,40, Rp11.000.000 , Rp10.900.000 , Rp440.000.000 , Rp436.000.000 , Rp4.000.000 ,01/01/2019
JOG, Nokia 9 ,101, Rp9.540.000 , Rp9.470.000 , Rp963.540.000 , Rp956.470.000 , Rp7.070.000 ,01/10/2018
JOG, Realme X3 Superzoom ,14, Rp8.900.000 , Rp8.785.000 , Rp124.600.000 , Rp122.990.000 , Rp1.610.000 ,01/12/2018
JOG, Xiaomi Mi 10 ,29, Rp11.000.000 , Rp10.900.000 , Rp319.000.000 , Rp316.100.000 , Rp2.900.000 ,01/02/2019
JOG, Samsung Galaxy S10 ,13, Rp16.000.000 , Rp15.950.000 , Rp208.000.000 , Rp207.350.000 , Rp650.000 ,01/10/2018
JOG, Nokia 9 ,39, Rp9.540.000 , Rp9.470.000 , Rp372.060.000 , Rp369.330.000 , Rp2.730.000 ,01/11/2018
JOG, Nokia 9 ,158, Rp9.540.000 , Rp9.470.000 , Rp1.507.320.000 , Rp1.496.260.000 , Rp11.060.000 ,01/06/2019
JOG, Xiaomi Mi 10 ,59, Rp11.000.000 , Rp10.900.000 , Rp649.000.000 , Rp643.100.000 , Rp5.900.000 ,01/04/2019
JOG, Samsung Galaxy S10 ,124, Rp16.000.000 , Rp15.950.000 , Rp1.984.000.000 , Rp1.977.800.000 , Rp6.200.000 ,01/11/2018
JOG, Samsung Galaxy S10 ,32, Rp16.000.000 , Rp15.950.000 , Rp512.000.000 , Rp510.400.000 , Rp1.600.000 ,01/04/2019
JOG, Samsung Galaxy S10 ,158, Rp16.000.000 , Rp15.950.000 , Rp2.528.000.000 , Rp2.520.100.000 , Rp7.900.000 ,01/01/2019
JOG, Samsung Galaxy S10 ,93, Rp16.000.000 , Rp15.950.000 , Rp1.488.000.000 , Rp1.483.350.000 , Rp4.650.000 ,01/05/2019
JOG, Samsung Galaxy S10 ,132, Rp16.000.000 , Rp15.950.000 , Rp2.112.000.000 , Rp2.105.400.000 , Rp6.600.000 ,01/11/2018
JOG, LG V50 ,168, Rp12.500.000 , Rp12.435.000 , Rp2.100.000.000 , Rp2.089.080.000 , Rp10.920.000 ,01/03/2019
JOG, Samsung Galaxy S10 ,156, Rp16.000.000 , Rp15.950.000 , Rp2.496.000.000 , Rp2.488.200.000 , Rp7.800.000 ,01/10/2018
JOG, Nokia 9 ,12, Rp9.540.000 , Rp9.470.000 , Rp114.480.000 , Rp113.640.000 , Rp840.000 ,01/03/2019
JOG, LG V50 ,46, Rp12.500.000 , Rp12.435.000 , Rp575.000.000 , Rp572.010.000 , Rp2.990.000 ,01/12/2018
JOG, Samsung Galaxy S10 ,122, Rp16.000.000 , Rp15.950.000 , Rp1.952.000.000 , Rp1.945.900.000 , Rp6.100.000 ,01/12/2018
JOG, Samsung Galaxy S10 ,57, Rp16.000.000 , Rp15.950.000 , Rp912.000.000 , Rp909.150.000 , Rp2.850.000 ,01/01/2019
JOG, LG V50 ,82, Rp12.500.000 , Rp12.435.000 , Rp1.025.000.000 , Rp1.019.670.000 , Rp5.330.000 ,01/10/2019
JOG, Nokia 9 ,50, Rp9.540.000 , Rp9.470.000 , Rp477.000.000 , Rp473.500.000 , Rp3.500.000 ,01/06/2019
JOG, Realme X3 Superzoom ,154, Rp8.900.000 , Rp8.785.000 , Rp1.370.600.000 , Rp1.352.890.000 , Rp17.710.000 ,01/11/2019
JOG, Samsung Galaxy S10 ,113, Rp16.000.000 , Rp15.950.000 , Rp1.808.000.000 , Rp1.802.350.000 , Rp5.650.000 ,01/12/2019
JOG, Realme X3 Superzoom ,147, Rp8.900.000 , Rp8.785.000 , Rp1.308.300.000 , Rp1.291.395.000 , Rp16.905.000 ,01/09/2018
JOG, Oppo Find X2 Pro ,94, Rp12.500.000 , Rp12.340.000 , Rp1.175.000.000 , Rp1.159.960.000 , Rp15.040.000 ,01/09/2019
JOG, LG V50 ,53, Rp12.500.000 , Rp12.435.000 , Rp662.500.000 , Rp659.055.000 , Rp3.445.000 ,01/01/2019
JOG, LG V50 ,89, Rp12.500.000 , Rp12.435.000 , Rp1.112.500.000 , Rp1.106.715.000 , Rp5.785.000 ,01/12/2019
JOG, LG V50 ,28, Rp12.500.000 , Rp12.435.000 , Rp350.000.000 , Rp348.180.000 , Rp1.820.000 ,01/05/2019
JOG, Oppo Find X2 Pro ,147, Rp12.500.000 , Rp12.340.000 , Rp1.837.500.000 , Rp1.813.980.000 , Rp23.520.000 ,01/01/2019
JOG, Xiaomi Mi 10 ,106, Rp11.000.000 , Rp10.900.000 , Rp1.166.000.000 , Rp1.155.400.000 , Rp10.600.000 ,01/09/2019
JOG, Samsung Galaxy S10 ,11, Rp16.000.000 , Rp15.950.000 , Rp176.000.000 , Rp175.450.000 , Rp550.000 ,01/10/2019
JOG, Nokia 9 ,60, Rp9.540.000 , Rp9.470.000 , Rp572.400.000 , Rp568.200.000 , Rp4.200.000 ,01/12/2019
JOG, LG V50 ,77, Rp12.500.000 , Rp12.435.000 , Rp962.500.000 , Rp957.495.000 , Rp5.005.000 ,01/04/2019
JOG, LG V50 ,3, Rp12.500.000 , Rp12.435.000 , Rp37.500.000 , Rp37.305.000 , Rp195.000 ,01/06/2019
JOG, Xiaomi Mi 10 ,67, Rp11.000.000 , Rp10.900.000 , Rp737.000.000 , Rp730.300.000 , Rp6.700.000 ,01/06/2019
JOG, Samsung Galaxy S10 ,131, Rp16.000.000 , Rp15.950.000 , Rp2.096.000.000 , Rp2.089.450.000 , Rp6.550.000 ,01/07/2019
JOG, Realme X3 Superzoom ,161, Rp8.900.000 , Rp8.785.000 , Rp1.432.900.000 , Rp1.414.385.000 , Rp18.515.000 ,01/10/2019
JOG, Samsung Galaxy S10 ,128, Rp16.000.000 , Rp15.950.000 , Rp2.048.000.000 , Rp2.041.600.000 , Rp6.400.000 ,01/12/2018
JOG, Oppo Find X2 Pro ,163, Rp12.500.000 , Rp12.340.000 , Rp2.037.500.000 , Rp2.011.420.000 , Rp26.080.000 ,01/10/2018
JOG, Nokia 9 ,40, Rp9.540.000 , Rp9.470.000 , Rp381.600.000 , Rp378.800.000 , Rp2.800.000 ,01/12/2019
JOG, Realme X3 Superzoom ,154, Rp8.900.000 , Rp8.785.000 , Rp1.370.600.000 , Rp1.352.890.000 , Rp17.710.000 ,01/08/2019
JOG, Oppo Find X2 Pro ,74, Rp12.500.000 , Rp12.340.000 , Rp925.000.000 , Rp913.160.000 , Rp11.840.000 ,01/12/2019
JOG, LG V50 ,48, Rp12.500.000 , Rp12.435.000 , Rp600.000.000 , Rp596.880.000 , Rp3.120.000 ,01/09/2019
JOG, Xiaomi Mi 10 ,10, Rp11.000.000 , Rp10.900.000 , Rp110.000.000 , Rp109.000.000 , Rp1.000.000 ,01/07/2019
JOG, Nokia 9 ,94, Rp9.540.000 , Rp9.470.000 , Rp896.760.000 , Rp890.180.000 , Rp6.580.000 ,01/05/2019
JOG, Samsung Galaxy S10 ,115, Rp16.000.000 , Rp15.950.000 , Rp1.840.000.000 , Rp1.834.250.000 , Rp5.750.000 ,01/12/2019
JOG, Xiaomi Mi 10 ,74, Rp11.000.000 , Rp10.900.000 , Rp814.000.000 , Rp806.600.000 , Rp7.400.000 ,01/10/2019
JOG, Nokia 9 ,43, Rp9.540.000 , Rp9.470.000 , Rp410.220.000 , Rp407.210.000 , Rp3.010.000 ,01/02/2019
