Kota,Handphone,Unit,Revenue per Phone,Cost per phone,Revenue,Cost,Profit,Tanggal
BPN, Realme X3 Superzoom ,166, Rp8.900.000 , Rp8.785.000 , Rp1.477.400.000 , Rp1.458.310.000 , Rp19.090.000 ,01/12/2019
BPN, LG V50 ,75, Rp12.500.000 , Rp12.435.000 , Rp937.500.000 , Rp932.625.000 , Rp4.875.000 ,01/10/2019
BPN, Oppo Find X2 Pro ,118, Rp12.500.000 , Rp12.340.000 , Rp1.475.000.000 , Rp1.456.120.000 , Rp18.880.000 ,01/12/2019
BPN, Nokia 9 ,114, Rp9.540.000 , Rp9.470.000 , Rp1.087.560.000 , Rp1.079.580.000 , Rp7.980.000 ,01/12/2019
BPN, LG V50 ,41, Rp12.500.000 , Rp12.435.000 , Rp512.500.000 , Rp509.835.000 , Rp2.665.000 ,01/01/2019
BPN, Nokia 9 ,138, Rp9.540.000 , Rp9.470.000 , Rp1.316.520.000 , Rp1.306.860.000 , Rp9.660.000 ,01/03/2019
BPN, Oppo Find X2 Pro ,153, Rp12.500.000 , Rp12.340.000 , Rp1.912.500.000 , Rp1.888.020.000 , Rp24.480.000 ,01/03/2019
BPN, Nokia 9 ,18, Rp9.540.000 , Rp9.470.000 , Rp171.720.000 , Rp170.460.000 , Rp1.260.000 ,01/01/2019
BPN, Oppo Find X2 Pro ,68, Rp12.500.000 , Rp12.340.000 , Rp850.000.000 , Rp839.120.000 , Rp10.880.000 ,01/11/2019
BPN, LG V50 ,48, Rp12.500.000 , Rp12.435.000 , Rp600.000.000 , Rp596.880.000 , Rp3.120.000 ,01/03/2019
BPN, Xiaomi Mi 10 ,168, Rp11.000.000 , Rp10.900.000 , Rp1.848.000.000 , Rp1.831.200.000 , Rp16.800.000 ,01/09/2018
BPN, Nokia 9 ,23, Rp9.540.000 , Rp9.470.000 , Rp219.420.000 , Rp217.810.000 , Rp1.610.000 ,01/07/2019
BPN, Oppo Find X2 Pro ,50, Rp12.500.000 , Rp12.340.000 , Rp625.000.000 , Rp617.000.000 , Rp8.000.000 ,01/06/2019
BPN, Samsung Galaxy S10 ,148, Rp16.000.000 , Rp15.950.000 , Rp2.368.000.000 , Rp2.360.600.000 , Rp7.400.000 ,01/05/2019
BPN, LG V50 ,57, Rp12.500.000 , Rp12.435.000 , Rp712.500.000 , Rp708.795.000 , Rp3.705.000 ,01/12/2018
BPN, Oppo Find X2 Pro ,53, Rp12.500.000 , Rp12.340.000 , Rp662.500.000 , Rp654.020.000 , Rp8.480.000 ,01/10/2019
BPN, LG V50 ,68, Rp12.500.000 , Rp12.435.000 , Rp850.000.000 , Rp845.580.000 , Rp4.420.000 ,01/05/2019
BPN, Realme X3 Superzoom ,38, Rp8.900.000 , Rp8.785.000 , Rp338.200.000 , Rp333.830.000 , Rp4.370.000 ,01/09/2018
BPN, LG V50 ,89, Rp12.500.000 , Rp12.435.000 , Rp1.112.500.000 , Rp1.106.715.000 , Rp5.785.000 ,01/12/2019
BPN, LG V50 ,107, Rp12.500.000 , Rp12.435.000 , Rp1.337.500.000 , Rp1.330.545.000 , Rp6.955.000 ,01/10/2019
BPN, Samsung Galaxy S10 ,81, Rp16.000.000 , Rp15.950.000 , Rp1.296.000.000 , Rp1.291.950.000 , Rp4.050.000 ,01/09/2019
BPN, Realme X3 Superzoom ,94, Rp8.900.000 , Rp8.785.000 , Rp836.600.000 , Rp825.790.000 , Rp10.810.000 ,01/07/2019
BPN, Samsung Galaxy S10 ,20, Rp16.000.000 , Rp15.950.000 , Rp320.000.000 , Rp319.000.000 , Rp1.000.000 ,01/12/2019
BPN, Oppo Find X2 Pro ,162, Rp12.500.000 , Rp12.340.000 , Rp2.025.000.000 , Rp1.999.080.000 , Rp25.920.000 ,01/09/2018
BPN, LG V50 ,23, Rp12.500.000 , Rp12.435.000 , Rp287.500.000 , Rp286.005.000 , Rp1.495.000 ,01/02/2019
BPN, Nokia 9 ,133, Rp9.540.000 , Rp9.470.000 , Rp1.268.820.000 , Rp1.259.510.000 , Rp9.310.000 ,01/04/2019
BPN, Samsung Galaxy S10 ,67, Rp16.000.000 , Rp15.950.000 , Rp1.072.000.000 , Rp1.068.650.000 , Rp3.350.000 ,01/12/2019
BPN, Samsung Galaxy S10 ,125, Rp16.000.000 , Rp15.950.000 , Rp2.000.000.000 , Rp1.993.750.000 , Rp6.250.000 ,01/05/2019
BPN, Samsung Galaxy S10 ,127, Rp16.000.000 , Rp15.950.000 , Rp2.032.000.000 , Rp2.025.650.000 , Rp6.350.000 ,01/09/2019
BPN, LG V50 ,154, Rp12.500.000 , Rp12.435.000 , Rp1.925.000.000 , Rp1.914.990.000 , Rp10.010.000 ,01/09/2019
BPN, Samsung Galaxy S10 ,14, Rp16.000.000 , Rp15.950.000 , Rp224.000.000 , Rp223.300.000 , Rp700.000 ,01/12/2018
BPN, Samsung Galaxy S10 ,161, Rp16.000.000 , Rp15.950.000 , Rp2.576.000.000 , Rp2.567.950.000 , Rp8.050.000 ,01/04/2019
BPN, LG V50 ,122, Rp12.500.000 , Rp12.435.000 , Rp1.525.000.000 , Rp1.517.070.000 , Rp7.930.000 ,01/10/2018
BPN, Realme X3 Superzoom ,162, Rp8.900.000 , Rp8.785.000 , Rp1.441.800.000 , Rp1.423.170.000 , Rp18.630.000 ,01/06/2019
BPN, Oppo Find X2 Pro ,150, Rp12.500.000 , Rp12.340.000 , Rp1.875.000.000 , Rp1.851.000.000 , Rp24.000.000 ,01/02/2019
BPN, Realme X3 Superzoom ,104, Rp8.900.000 , Rp8.785.000 , Rp925.600.000 , Rp913.640.000 , Rp11.960.000 ,01/04/2019
BPN, Samsung Galaxy S10 ,119, Rp16.000.000 , Rp15.950.000 , Rp1.904.000.000 , Rp1.898.050.000 , Rp5.950.000 ,01/07/2019
BPN, LG V50 ,62, Rp12.500.000 , Rp12.435.000 , Rp775.000.000 , Rp770.970.000 , Rp4.030.000 ,01/11/2019
BPN, Samsung Galaxy S10 ,25, Rp16.000.000 , Rp15.950.000 , Rp400.000.000 , Rp398.750.000 , Rp1.250.000 ,01/10/2019
BPN, Samsung Galaxy S10 ,144, Rp16.000.000 , Rp15.950.000 , Rp2.304.000.000 , Rp2.296.800.000 , Rp7.200.000 ,01/02/2019
BPN, Xiaomi Mi 10 ,44, Rp11.000.000 , Rp10.900.000 , Rp484.000.000 , Rp479.600.000 , Rp4.400.000 ,01/02/2019
BPN, Nokia 9 ,117, Rp9.540.000 , Rp9.470.000 , Rp1.116.180.000 , Rp1.107.990.000 , Rp8.190.000 ,01/08/2019
BPN, Xiaomi Mi 10 ,41, Rp11.000.000 , Rp10.900.000 , Rp451.000.000 , Rp446.900.000 , Rp4.100.000 ,01/12/2018
BPN, Realme X3 Superzoom ,168, Rp8.900.000 , Rp8.785.000 , Rp1.495.200.000 , Rp1.475.880.000 , Rp19.320.000 ,01/05/2019
BPN, Realme X3 Superzoom ,135, Rp8.900.000 , Rp8.785.000 , Rp1.201.500.000 , Rp1.185.975.000 , Rp15.525.000 ,01/12/2018
BPN, Xiaomi Mi 10 ,111, Rp11.000.000 , Rp10.900.000 , Rp1.221.000.000 , Rp1.209.900.000 , Rp11.100.000 ,01/03/2019
BPN, Oppo Find X2 Pro ,19, Rp12.500.000 , Rp12.340.000 , Rp237.500.000 , Rp234.460.000 , Rp3.040.000 ,01/11/2018
BPN, LG V50 ,140, Rp12.500.000 , Rp12.435.000 , Rp1.750.000.000 , Rp1.740.900.000 , Rp9.100.000 ,01/12/2019
BPN, Samsung Galaxy S10 ,118, Rp16.000.000 , Rp15.950.000 , Rp1.888.000.000 , Rp1.882.100.000 , Rp5.900.000 ,01/03/2019
BPN, Samsung Galaxy S10 ,52, Rp16.000.000 , Rp15.950.000 , Rp832.000.000 , Rp829.400.000 , Rp2.600.000 ,01/09/2018
BPN, Samsung Galaxy S10 ,145, Rp16.000.000 , Rp15.950.000 , Rp2.320.000.000 , Rp2.312.750.000 , Rp7.250.000 ,01/10/2018
BPN, Samsung Galaxy S10 ,90, Rp16.000.000 , Rp15.950.000 , Rp1.440.000.000 , Rp1.435.500.000 , Rp4.500.000 ,01/10/2018
BPN, Oppo Find X2 Pro ,123, Rp12.500.000 , Rp12.340.000 , Rp1.537.500.000 , Rp1.517.820.000 , Rp19.680.000 ,01/07/2019
BPN, Realme X3 Superzoom ,64, Rp8.900.000 , Rp8.785.000 , Rp569.600.000 , Rp562.240.000 , Rp7.360.000 ,01/12/2019
BPN, Samsung Galaxy S10 ,38, Rp16.000.000 , Rp15.950.000 , Rp608.000.000 , Rp606.100.000 , Rp1.900.000 ,01/12/2018
BPN, Samsung Galaxy S10 ,80, Rp16.000.000 , Rp15.950.000 , Rp1.280.000.000 , Rp1.276.000.000 , Rp4.000.000 ,01/01/2019
BPN, LG V50 ,142, Rp12.500.000 , Rp12.435.000 , Rp1.775.000.000 , Rp1.765.770.000 , Rp9.230.000 ,01/06/2019
BPN, Xiaomi Mi 10 ,3, Rp11.000.000 , Rp10.900.000 , Rp33.000.000 , Rp32.700.000 , Rp300.000 ,01/06/2019
BPN, Nokia 9 ,149, Rp9.540.000 , Rp9.470.000 , Rp1.421.460.000 , Rp1.411.030.000 , Rp10.430.000 ,01/11/2018
BPN, LG V50 ,81, Rp12.500.000 , Rp12.435.000 , Rp1.012.500.000 , Rp1.007.235.000 , Rp5.265.000 ,01/08/2019
BPN, Nokia 9 ,55, Rp9.540.000 , Rp9.470.000 , Rp524.700.000 , Rp520.850.000 , Rp3.850.000 ,01/09/2018
BPN, Realme X3 Superzoom ,124, Rp8.900.000 , Rp8.785.000 , Rp1.103.600.000 , Rp1.089.340.000 , Rp14.260.000 ,01/10/2018
BPN, Realme X3 Superzoom ,63, Rp8.900.000 , Rp8.785.000 , Rp560.700.000 , Rp553.455.000 , Rp7.245.000 ,01/11/2018
BPN, Xiaomi Mi 10 ,113, Rp11.000.000 , Rp10.900.000 , Rp1.243.000.000 , Rp1.231.700.000 , Rp11.300.000 ,01/12/2019
BPN, Realme X3 Superzoom ,79, Rp8.900.000 , Rp8.785.000 , Rp703.100.000 , Rp694.015.000 , Rp9.085.000 ,01/10/2019
BPN, Nokia 9 ,23, Rp9.540.000 , Rp9.470.000 , Rp219.420.000 , Rp217.810.000 , Rp1.610.000 ,01/05/2019
BPN, Samsung Galaxy S10 ,134, Rp16.000.000 , Rp15.950.000 , Rp2.144.000.000 , Rp2.137.300.000 , Rp6.700.000 ,01/08/2019
BPN, Oppo Find X2 Pro ,131, Rp12.500.000 , Rp12.340.000 , Rp1.637.500.000 , Rp1.616.540.000 , Rp20.960.000 ,01/01/2019
BPN, Samsung Galaxy S10 ,154, Rp16.000.000 , Rp15.950.000 , Rp2.464.000.000 , Rp2.456.300.000 , Rp7.700.000 ,01/07/2019
BPN, LG V50 ,116, Rp12.500.000 , Rp12.435.000 , Rp1.450.000.000 , Rp1.442.460.000 , Rp7.540.000 ,01/06/2019
BPN, Samsung Galaxy S10 ,50, Rp16.000.000 , Rp15.950.000 , Rp800.000.000 , Rp797.500.000 , Rp2.500.000 ,01/06/2019
BPN, Samsung Galaxy S10 ,110, Rp16.000.000 , Rp15.950.000 , Rp1.760.000.000 , Rp1.754.500.000 , Rp5.500.000 ,01/08/2019
BPN, LG V50 ,144, Rp12.500.000 , Rp12.435.000 , Rp1.800.000.000 , Rp1.790.640.000 , Rp9.360.000 ,01/10/2019
BPN, Nokia 9 ,46, Rp9.540.000 , Rp9.470.000 , Rp438.840.000 , Rp435.620.000 , Rp3.220.000 ,01/10/2018
BPN, Samsung Galaxy S10 ,134, Rp16.000.000 , Rp15.950.000 , Rp2.144.000.000 , Rp2.137.300.000 , Rp6.700.000 ,01/12/2019
BPN, Samsung Galaxy S10 ,110, Rp16.000.000 , Rp15.950.000 , Rp1.760.000.000 , Rp1.754.500.000 , Rp5.500.000 ,01/04/2019
BPN, Realme X3 Superzoom ,7, Rp8.900.000 , Rp8.785.000 , Rp62.300.000 , Rp61.495.000 , Rp805.000 ,01/08/2019
BPN, LG V50 ,114, Rp12.500.000 , Rp12.435.000 , Rp1.425.000.000 , Rp1.417.590.000 , Rp7.410.000 ,01/09/2018
BPN, Samsung Galaxy S10 ,88, Rp16.000.000 , Rp15.950.000 , Rp1.408.000.000 , Rp1.403.600.000 , Rp4.400.000 ,01/10/2019
BPN, Nokia 9 ,49, Rp9.540.000 , Rp9.470.000 , Rp467.460.000 , Rp464.030.000 , Rp3.430.000 ,01/10/2019
BPN, Nokia 9 ,11, Rp9.540.000 , Rp9.470.000 , Rp104.940.000 , Rp104.170.000 , Rp770.000 ,01/06/2019
BPN, Xiaomi Mi 10 ,112, Rp11.000.000 , Rp10.900.000 , Rp1.232.000.000 , Rp1.220.800.000 , Rp11.200.000 ,01/10/2018
BPN, Samsung Galaxy S10 ,16, Rp16.000.000 , Rp15.950.000 , Rp256.000.000 , Rp255.200.000 , Rp800.000 ,01/09/2018
BPN, Samsung Galaxy S10 ,134, Rp16.000.000 , Rp15.950.000 , Rp2.144.000.000 , Rp2.137.300.000 , Rp6.700.000 ,01/11/2018
BPN, Samsung Galaxy S10 ,152, Rp16.000.000 , Rp15.950.000 , Rp2.432.000.000 , Rp2.424.400.000 , Rp7.600.000 ,01/10/2019
BPN, Nokia 9 ,10, Rp9.540.000 , Rp9.470.000 , Rp95.400.000 , Rp94.700.000 , Rp700.000 ,01/02/2019
BPN, Xiaomi Mi 10 ,48, Rp11.000.000 , Rp10.900.000 , Rp528.000.000 , Rp523.200.000 , Rp4.800.000 ,01/10/2019
BPN, Xiaomi Mi 10 ,26, Rp11.000.000 , Rp10.900.000 , Rp286.000.000 , Rp283.400.000 , Rp2.600.000 ,01/01/2019
BPN, LG V50 ,160, Rp12.500.000 , Rp12.435.000 , Rp2.000.000.000 , Rp1.989.600.000 , Rp10.400.000 ,01/04/2019
BPN, Xiaomi Mi 10 ,152, Rp11.000.000 , Rp10.900.000 , Rp1.672.000.000 , Rp1.656.800.000 , Rp15.200.000 ,01/07/2019
BPN, Xiaomi Mi 10 ,79, Rp11.000.000 , Rp10.900.000 , Rp869.000.000 , Rp861.100.000 , Rp7.900.000 ,01/11/2018
BPN, Samsung Galaxy S10 ,24, Rp16.000.000 , Rp15.950.000 , Rp384.000.000 , Rp382.800.000 , Rp1.200.000 ,01/11/2018
BPN, Oppo Find X2 Pro ,133, Rp12.500.000 , Rp12.340.000 , Rp1.662.500.000 , Rp1.641.220.000 , Rp21.280.000 ,01/04/2019
BPN, Realme X3 Superzoom ,120, Rp8.900.000 , Rp8.785.000 , Rp1.068.000.000 , Rp1.054.200.000 , Rp13.800.000 ,01/06/2019
BPN, Samsung Galaxy S10 ,9, Rp16.000.000 , Rp15.950.000 , Rp144.000.000 , Rp143.550.000 , Rp450.000 ,01/02/2019
BPN, Nokia 9 ,88, Rp9.540.000 , Rp9.470.000 , Rp839.520.000 , Rp833.360.000 , Rp6.160.000 ,01/10/2018
